16,2,131.96,173.97,80.00,40.00,1,-1,-1,-1
16,3,281.96,223.97,80.00,40.00,1,-1,-1,-1
17,1,433.97,275.48,80.00,40.00,1,-1,-1,-1
17,2,133.97,175.48,80.00,40.00,1,-1,-1,-1
17,3,283.97,225.48,80.00,40.00,1,-1,-1,-1
18,1,435.97,276.98,80.00,40.00,1,-1,-1,-1
18,2,135.97,176.98,80.00,40.00,1,-1,-1,-1
18,3,285.97,226.98,80.00,40.00,1,-1,-1,-1
19,1,437.98,278.48,80.00,40.00,1,-1,-1,-1
19,2,137.98,178.48,80.00,40.00,1,-1,-1,-1
19,3,287.98,228.48,80.00,40.00,1,-1,-1,-1
20,1,439.98,279.98,80.00,40.00,1,-1,-1,-1
20,2,139.98,179.98,80.00,40.00,1,-1,-1,-1
20,3,289.98,229.98,80.00,40.00,1,-1,-1,-1
21,1,441.98,281.49,80.00,40.00,1,-1,-1,-1
21,2,141.98,181.49,80.00,40.00,1,-1,-1,-1
21,3,291.98,231.49,80.00,40.00,1,-1,-1,-1
22,1,443.98,282.99,80.00,40.00,1,-1,-1,-1
22,2,143.98,182.99,80.00,40.00,1,-1,-1,-1
22,3,293.98,232.99,80.00,40.00,1,-1,-1,-1
23,1,445.99,284.49,80.00,40.00,1,-1,-1,-1
23,2,145.99,184.49,80.00,40.00,1,-1,-1,-1
23,3,295.99,234.49,80.00,40.00,1,-1,-1,-1
24,1,447.99,285.99,80.00,40.00,1,-1,-1,-1
24,2,147.99,185.99,80.00,40.00,1,-1,-1,-1
24,3,297.99,235.99,80.00,40.00,1,-1,-1,-1
25,1,449.99,287.49,80.00,40.00,1,-1,-1,-1
25,2,149.99,187.49,80.00,40.00,1,-1,-1,-1
25,3,299.99,237.49,80.00,40.00,1,-1,-1,-1
26,1,451.99,288.99,80.00,40.00,1,-1,-1,-1
26,2,151.99,188.99,80.00,40.00,1,-1,-1,-1
26,3,301.99,238.99,80.00,40.00,1,-1,-1,-1
27,1,453.99,290.49,80.00,40.00,1,-1,-1,-1
27,2,153.99,190.49,80.00,40.00,1,-1,-1,-1
27,3,303.99,240.49,80.00,40.00,1,-1,-1,-1
28,1,455.99,291.99,80.00,40.00,1,-1,-1,-1
28,2,155.99,191.99,80.00,40.00,1,-1,-1,-1
28,3,305.99,241.99,80.00,40.00,1,-1,-1,-1
29,1,457.99,293.49,80.00,40.00,1,-1,-1,-1
29,2,157.99,193.49,80.00,40.00,1,-1,-1,-1
29,3,307.99,243.49,80.00,40.00,1,-1,-1,-1
30,1,459.99,295.00,80.00,40.00,1,-1,-1,-1
30,2,159.99,195.00,80.00,40.00,1,-1,-1,-1
30,3,309.99,245.00,80.00,40.00,1,-1,-1,-1
31,1,461.99,296.50,80.00,40.00,1,-1,-1,-1
31,2,161.99,196.50,80.00,40.00,1,-1,-1,-1
31,3,311.99,246.50,80.00,40.00,1,-1,-1,-1
32,1,464.00,298.00,80.00,40.00,1,-1,-1,-1
32,2,164.00,198.00,80.00,40.00,1,-1,-1,-1
32,3,314.00,248.00,80.00,40.00,1,-1,-1,-1
33,1,466.00,299.50,80.00,40.00,1,-1,-1,-1
33,2,166.00,199.50,80.00,40.00,1,-1,-1,-1
33,3,316.00,249.50,80.00,40.00,1,-1,-1,-1
34,1,468.00,301.00,80.00,40.00,1,-1,-1,-1
34,2,168.00,201.00,80.00,40.00,1,-1,-1,-1
34,3,318.00,251.00,80.00,40.00,1,-1,-1,-1
35,1,470.00,302.50,80.00,40.00,1,-1,-1,-1
35,2,170.00,202.50,80.00,40.00,1,-1,-1,-1
35,3,320.00,252.50,80.00,40.00,1,-1,-1,-1
36,1,472.00,304.00,80.00,40.00,1,-1,-1,-1
36,2,172.00,204.00,80.00,40.00,1,-1,-1,-1
36,3,322.00,254.00,80.00,40.00,1,-1,-1,-1
37,1,474.00,305.50,80.00,40.00,1,-1,-1,-1
37,2,174.00,205.50,80.00,40.00,1,-1,-1,-1
37,3,324.00,255.50,80.00,40.00,1,-1,-1,-1
38,1,476.00,307.00,80.00,40.00,1,-1,-1,-1
38,2,176.00,207.00,80.00,40.00,1,-1,-1,-1
38,3,326.00,257.00,80.00,40.00,1,-1,-1,-1
39,1,478.00,308.50,80.00,40.00,1,-1,-1,-1
39,2,178.00,208.50,80.00,40.00,1,-1,-1,-1
39,3,328.00,258.50,80.00,40.00,1,-1,-1,-1
40,1,480.00,310.00,80.00,40.00,1,-1,-1,-1
40,2,180.00,210.00,80.00,40.00,1,-1,-1,-1
40,3,330.00,260.00,80.00,40.00,1,-1,-1,-1
41,1,482.00,311.50,80.00,40.00,1,-1,-1,-1
41,2,182.00,211.50,80.00,40.00,1,-1,-1,-1
41,3,332.00,261.50,80.00,40.00,1,-1,-1,-1
42,1,484.00,313.00,80.00,40.00,1,-1,-1,-1
42,2,184.00,213.00,80.00,40.00,1,-1,-1,-1
42,3,334.00,263.00,80.00,40.00,1,-1,-1,-1
43,1,486.00,314.50,80.00,40.00,1,-1,-1,-1
43,2,186.00,214.50,80.00,40.00,1,-1,-1,-1
43,3,336.00,264.50,80.00,40.00,1,-1,-1,-1
44,1,488.00,316.00,80.00,40.00,1,-1,-1,-1
44,2,188.00,216.00,80.00,40.00,1,-1,-1,-1
44,3,338.00,266.00,80.00,40.00,1,-1,-1,-1
45,1,490.00,317.50,80.00,40.00,1,-1,-1,-1
45,2,190.00,217.50,80.00,40.00,1,-1,-1,-1
45,3,340.00,267.50,80.00,40.00,1,-1,-1,-1
46,1,492.00,319.00,80.00,40.00,1,-1,-1,-1
46,2,192.00,219.00,80.00,40.00,1,-1,-1,-1
46,3,342.00,269.00,80.00,40.00,1,-1,-1,-1
47,1,494.00,320.50,80.00,40.00,1,-1,-1,-1
47,2,194.00,220.50,80.00,40.00,1,-1,-1,-1
47,3,344.00,270.50,80.00,40.00,1,-1,-1,-1
48,1,496.00,322.00,80.00,40.00,1,-1,-1,-1
48,2,196.00,222.00,80.00,40.00,1,-1,-1,-1
48,3,346.00,272.00,80.00,40.00,1,-1,-1,-1
49,1,498.00,323.50,80.00,40.00,1,-1,-1,-1
49,2,198.00,223.50,80.00,40.00,1,-1,-1,-1
49,3,348.00,273.50,80.00,40.00,1,-1,-1,-1
50,1,500.00,325.00,80.00,40.00,1,-1,-1,-1
50,2,200.00,225.00,80.00,40.00,1,-1,-1,-1
50,3,350.00,275.00,80.00,40.00,1,-1,-1,-1
